^DATABASE = Geo
!Database_name = Gene Expression Omnibus (GEO)
!Database_institute = NCBI NLM NIH
!Database_web_link = http://www.ncbi.nlm.nih.gov/geo
!Database_email = geo@ncbi.nlm.nih.gov
!Database_ref = Nucleic Acids Res. 2005 Jan 1;33 Database Issue:D562-6
^DATASET = GDS1033
!dataset_title = fhl1 and ifh1 deletion mutants
!dataset_description = Expression profiling of fhl1 single deletion mutant and ifh1 fhl1 double deletion mutant.  Mutants generated from W303 strain.  Results indicate that Ifh1p and Fhl1p function together to regulate the transcription of ribosomal protein genes.
!dataset_type = Expression profiling by array
!dataset_pubmed_id = 15692568
!dataset_platform = GPL90
!dataset_platform_organism = Saccharomyces cerevisiae
!dataset_platform_technology_type = in situ oligonucleotide
!dataset_feature_count = 9335
!dataset_sample_organism = Saccharomyces cerevisiae
!dataset_sample_type = RNA
!dataset_channel_count = 1
!dataset_sample_count = 6
!dataset_value_type = transformed count
!dataset_reference_series = GSE2096
!dataset_order = none
!dataset_update_date = Oct 10 2012
^SUBSET = GDS1033_1
!subset_dataset_id = GDS1033
!subset_description = wild type
!subset_sample_id = GSM37903,GSM37904
!subset_type = genotype/variation
^SUBSET = GDS1033_2
!subset_dataset_id = GDS1033
!subset_description = fhl1 deletion
!subset_sample_id = GSM37905,GSM37906
!subset_type = genotype/variation
^SUBSET = GDS1033_3
!subset_dataset_id = GDS1033
!subset_description = fhl1 ifh1 double deletion
!subset_sample_id = GSM37907,GSM37908
!subset_type = genotype/variation
^DATASET = GDS1033
#ID_REF = Platform reference identifier
#IDENTIFIER = identifier
#GSM37903 = Value for GSM37903: Wild type (first experiment); src: Total RNA from yeast
#GSM37904 = Value for GSM37904: WT (second experiment); src: Yeast total RNA.
#GSM37905 = Value for GSM37905: Delta FHL1 (second experiment); src: Yeast total RNA
#GSM37906 = Value for GSM37906: Delta FHL1 (first experiment); src: Yeast total RNA.
#GSM37907 = Value for GSM37907: FHL1, IFH1 double deletion (first experiment); src: Yeast total RNA.
#GSM37908 = Value for GSM37908: FHL1, IFH1 double deleted strain (second experiment); src: Yeast total RNA.
!dataset_table_begin
ID_REF	IDENTIFIER	GSM37903	GSM37904	GSM37905	GSM37906	GSM37907	GSM37908
2157_at	Found forward in NC_001139 between 955166 and 956165 with 100% identity	4.97348	4.35401	4.34284	3.77415	4.43574	4.23269
2158_at	Found forward in NC_001139 between 956166 and 957165 with 100% identity	3.48061	4.62468	3.48061	3.74373	3.5176	4.2513
2159_at	Found forward in NC_001139 between 957166 and 958165 with 100% identity	7.11112	7.08396	6.39111	6.25543	6.52818	6.53085
2160_at	Found forward in NC_001139 between 958166 and 959165 with 100% identity	5.51804	5.64255	4.80969	4.9178	5.10037	5.44282
2161_at	YHB1	4.54737	4.57189	5.04543	4.85047	5.00066	5.00685
2162_g_at	YHB1	11.812	11.8027	11.4289	10.6032	10.818	11.3343
2163_s_at	YHB1	12.7723	12.7067	12.4048	11.9197	11.9947	12.4221
2164_at	SLH1	6.47166	6.24548	6.32621	5.78418	6.50316	6.02733
2165_g_at	SLH1	4.48932	4.88528	3.99529	4.15763	4.05639	4.54297
2166_s_at	SLH1	3.70871	4.43593	3.57627	3.68693	3.40947	4.11371
2167_s_at	SLH1	6.07126	6.1051	5.49272	5.22589	5.87856	5.8903
2168_s_at	SLH1	2.79007	3.67033	2.41957	2.69316	2.82403	3.11233
2169_s_at	SLH1	7.87895	8.11118	7.23594	6.92938	7.45165	8.02784
2170_s_at	SLH1	7.08553	7.49128	7.50479	7.44226	7.09382	7.99634
2171_at	Found forward in NC_001139 between 1051406 and 1052405 with 100% identity	6.52765	6.5467	6.33411	6.38293	6.39458	6.46972
2172_at	YOR1	5.09818	5.17108	4.91373	4.7582	5.04789	4.89793
2173_g_at	YOR1	6.39601	6.78665	5.5691	5.71856	5.9875	6.26772
2174_s_at	YOR1	7.30605	8.25728	5.73029	5.72651	6.63852	7.52552
2175_s_at	YOR1	7.40588	8.21537	6.00657	6.54512	6.74025	7.80896
2176_s_at	YOR1	8.2098	8.70609	7.49584	7.93037	7.648	8.72176
2177_s_at	YOR1	9.84873	10.0069	9.48707	9.65515	9.68707	9.99165
2178_at	YRF1-2	7.43403	7.26038	6.64093	6.2867	6.95442	6.56161
2179_at	ECM29	5.84322	5.87644	5.54301	5.26976	5.67816	5.39881
2180_s_at	GCN1	6.73192	7.5346	4.63849	4.61055	5.52712	5.87552
2181_s_at	GCN1	7.01262	8.30562	4.85159	4.91352	5.83425	6.91835
2182_s_at	GCN1	8.73031	9.38033	5.93354	6.74456	7.5406	8.72347
2183_s_at	GCN1	9.8397	10.4624	7.77075	8.03522	8.76495	9.53097
2184_s_at	GCN1	10.3679	10.3001	9.67637	9.34825	9.93893	9.9458
2185_at	Found forward in NC_001139 between 176031 and 177030 with 100% identity	5.54627	5.19793	4.69619	4.27264	4.83673	4.46176
2186_at	Found forward in NC_001139 between 177031 and 178030 with 100% identity	5.68392	6.01051	5.03159	4.79831	5.42285	5.32314
2187_at	Found forward in NC_001139 between 178031 and 179030 with 100% identity	4.73624	4.71153	4.01104	3.71001	4.44288	4.08832
2188_at	Found forward in NC_001139 between 179031 and 180030 with 100% identity	3.60716	3.87937	2.98591	3.26733	3.3283	3.49692
2189_at	NUP49	4.68324	5.05732	3.64417	3.89346	4.1819	4.13204
2190_g_at	NUP49	7.93843	8.27468	7.5954	7.22159	7.42816	7.70716
2191_s_at	NUP49	9.14897	9.65538	8.95958	8.97871	8.67349	9.06135
2192_at	Found forward in NC_001139 between 241856 and 242855 with 100% identity	6.55029	6.73418	5.98318	6.11444	6.121	6.10326
2193_at	Found forward in NC_001139 between 242856 and 243855 with 100% identity	5.02444	4.98384	4.50143	4.49236	4.78613	4.34339
2194_at	Found forward in NC_001139 between 243856 and 244855 with 100% identity	6.12591	6.40529	5.53578	5.48542	5.9304	5.63464
2195_at	FLC3	7.15438	7.53981	6.58185	6.69948	6.86129	7.17327
2196_s_at	FLC3	8.37979	8.79344	6.42035	6.50641	7.22484	7.96343
2197_s_at	FLC3	8.48781	8.51685	7.77068	7.43921	7.76765	8.03379
2198_at	Found forward in NC_001139 between 331616 and 332615 with 100% identity	6.72199	6.85325	6.71973	6.35624	6.72199	6.66924
2199_at	Found forward in NC_001139 between 332616 and 333615 with 100% identity	4.69796	4.94929	3.5932	3.93799	4.17653	4.12948
2200_at	Found forward in NC_001139 between 333616 and 334615 with 100% identity	3.75812	3.85765	3.35068	3.77522	3.6814	3.76962
2201_at	SPC105	5.18217	5.92349	4.4948	5.05455	4.70298	5.42549
2202_g_at	SPC105	5.33206	5.57217	4.22208	3.81875	4.93545	5.24644
2203_s_at	SPC105	7.7857	8.00183	6.83176	6.77313	7.59908	8.04027
2204_s_at	SPC105	7.45061	7.06272	7.75004	7.60604	7.6264	7.74537
2205_at	GSC2	7.91763	7.74021	8.33264	7.8198	8.33264	7.8432
2206_g_at	GSC2	4.7377	5.0564	4.03583	3.83297	4.54362	5.2338
2207_s_at	GSC2	7.20917	8.02766	6.21825	6.31911	6.99412	7.7673
2208_s_at	GSC2	6.51003	7.02065	5.60873	5.44135	6.44552	7.28134
2209_s_at	GSC2	7.37793	8.12247	5.48011	6.2037	7.47914	8.86405
2210_s_at	GSC2	8.34646	8.85483	7.13919	7.96647	8.98585	10.1946
2211_s_at	GSC2	8.69899	9.14925	8.71696	9.62957	9.44031	10.5509
2212_at	NNF2	6.36718	6.44026	6.28904	6.30269	6.33347	6.49147
2213_at	Found forward in NC_001139 between 660764 and 661763 with 100% identity	8.36232	7.83275	7.98592	7.93825	8.17933	7.86214
2214_at	UTP22	6.91201	6.90646	6.07516	6.25823	6.31642	6.25494
2215_g_at	UTP22	8.03489	9.19829	5.89773	6.46108	6.72597	7.63899
2216_s_at	UTP22	7.22787	8.13713	5.25592	5.85368	6.24059	7.04924
2217_s_at	UTP22	5.68442	6.59138	3.85512	4.54698	4.45705	5.32813
2218_s_at	UTP22	8.65383	8.72265	7.35489	7.87481	7.67002	8.11704
2219_at	Found forward in NC_001139 between 683060 and 684059 with 100% identity	5.05298	5.08395	4.59491	4.32228	4.6449	4.4092
2220_at	Found forward in NC_001139 between 684060 and 685059 with 100% identity	3.88515	4.27225	3.90427	3.70778	3.90427	4.07998
2221_at	Found forward in NC_001139 between 685060 and 686059 with 100% identity	2.82199	3.18538	2.93246	2.8518	2.93246	2.91385
2222_at	Found forward in NC_001139 between 686060 and 687059 with 100% identity	4.07412	4.33348	4.04484	3.91445	4.28457	3.8445
2223_at	Found forward in NC_001137 between 531026 and 532025 with 100% identity	5.04229	5.49661	4.33166	4.44469	4.72701	4.69564
2224_at	Found forward in NC_001137 between 532026 and 533025 with 100% identity	5.58615	5.71437	4.77888	5.08022	5.30462	5.06821
2225_at	Found forward in NC_001137 between 533026 and 534025 with 100% identity	6.14715	6.01489	5.667	5.82755	6.06619	5.67289
2226_at	Found forward in NC_001137 between 534026 and 535025 with 100% identity	5.83239	5.46268	5.54285	5.37573	6.13132	5.33828
2227_at	Found forward in NC_001137 between 535026 and 536025 with 100% identity	6.58682	6.58884	6.39679	6.61493	6.67443	6.51141
2228_at	Found forward in NC_001137 between 536026 and 536271 with 100% identity	3.20913	3.60923	3.24125	3.84559	3.81402	3.63123
2229_at	Found forward in NC_001138 between 69614 and 70613 with 100% identity	4.79382	5.03369	3.8744	4.20281	4.565	4.3942
2230_at	Found forward in NC_001138 between 70614 and 71613 with 100% identity	6.92573	6.79489	6.30513	6.65329	6.8354	7.0707
2231_at	Found forward in NC_001138 between 71614 and 72613 with 100% identity	6.20981	6.45328	6.23952	6.47762	7.07061	7.51551
2232_at	Found forward in NC_001138 between 72614 and 73613 with 100% identity	7.20727	7.33166	7.80457	8.26934	8.54009	8.72529
2233_at	Found forward in NC_001138 between 73614 and 74613 with 100% identity	7.08367	7.19821	8.82337	9.01928	9.24887	9.06447
2234_at	Found forward in NC_001138 between 74614 and 74871 with 100% identity	4.32508	4.23145	3.86871	3.86297	4.04906	3.74193
2235_at	Found forward in NC_001138 between 136029 and 137028 with 100% identity	6.48213	6.41247	5.7815	5.94626	6.39262	5.86719
2236_at	Found forward in NC_001138 between 137029 and 138028 with 100% identity	4.02408	4.00654	3.71416	3.79514	4.40641	3.91719
2237_at	YER160C	4.82567	4.64033	2.39222	2.86124	2.85723	2.98038
2238_at	Found forward in NC_001138 between 144029 and 145028 with 100% identity	6.94737	6.54949	6.0354	6.58735	6.43259	6.01965
2239_at	Found forward in NC_001138 between 145029 and 145108 with 100% identity	7.65058	6.89769	6.99026	7.03128	7.73547	6.94792
2240_at	FAB1	5.98936	6.03936	5.71063	4.84553	5.61135	5.07472
2241_s_at	FAB1	5.16252	5.87446	4.95065	4.72998	4.99521	5.15764
2242_s_at	FAB1	5.10382	5.70039	4.81973	4.58774	4.81973	5.03667
2243_s_at	FAB1	4.83257	5.02579	3.80895	3.18159	4.0804	4.45779
2244_s_at	FAB1	5.44734	5.88509	4.27167	4.32811	4.93648	5.68074
2245_s_at	FAB1	5.83662	5.52416	5.19876	4.62478	5.38432	5.02976
2246_s_at	FAB1	7.29633	7.2312	7.35026	7.11826	7.35026	7.48686
2247_at	ADH4	2.78279	2.96371	3.73999	3.71511	3.51374	3.31662
2248_at	Found forward in NC_001139 between 17307 and 18306 with 100% identity	4.34181	3.58372	4.06684	3.64556	4.4933	3.74776
2249_at	Found forward in NC_001139 between 18307 and 19306 with 100% identity	5.98913	6.4974	5.10472	5.59357	5.56984	5.90363
2250_at	Found forward in NC_001139 between 19307 and 20306 with 100% identity	7.14257	8.02052	6.1569	6.44933	6.74201	7.24259
2251_at	ZRT1	6.57816	6.73953	6.50163	6.6407	6.76608	7.12196
2252_g_at	ZRT1	9.12319	9.82446	8.42313	8.07543	8.51212	8.62151
2253_s_at	ZRT1	8.48809	8.92774	7.75394	7.30634	7.88893	7.82773
2254_at	Found forward in NC_001139 between 103045 and 104044 with 100% identity	4.68665	4.62446	4.15246	4.30098	4.573	4.61249
2255_at	Found forward in NC_001139 between 104045 and 105044 with 100% identity	2.51689	3.02703	2.26929	2.83891	2.48803	2.91043
2256_at	Found forward in NC_001139 between 105045 and 106044 with 100% identity	3.40123	3.40242	3.06247	3.08366	3.41211	3.2335
2257_at	Found forward in NC_001139 between 106045 and 107044 with 100% identity	3.77637	3.60238	3.23458	3.18873	3.50834	3.16852
2258_at	Found forward in NC_001139 between 107045 and 108044 with 100% identity	3.69448	4.02876	3.28007	3.62829	3.45019	3.80375
2259_at	POX1	4.9048	4.85162	4.7498	4.33631	5.05519	4.74324
2260_g_at	POX1	3.53137	3.23942	3.1134	2.83001	3.1134	2.95229
2261_s_at	POX1	3.27637	3.66429	3.15782	3.39719	3.29592	3.65208
2262_at	DSD1	7.75153	7.55551	7.97792	7.58501	7.98667	7.90905
2263_g_at	GCN1	5.5561	6.5703	4.50324	4.74458	4.75471	5.37246
2264_s_at	GCN1	5.54127	6.91471	4.54961	4.84981	4.93834	5.28405
2265_s_at	GCN1	4.9071	7.16983	3.65103	4.48019	4.10075	5.24957
2266_s_at	TOM1	7.62964	7.9708	6.99729	7.04262	7.21587	7.8895
2267_s_at	TOM1	8.41606	8.28977	8.44506	8.41283	8.34209	8.90137
2268_at	Found forward in NC_001137 between 7553 and 8552 with 100% identity	4.78962	4.71867	5.17759	4.79515	5.43127	4.53562
2269_at	Found forward in NC_001137 between 8553 and 9552 with 100% identity	3.91775	3.49868	3.91775	3.37526	3.91927	3.59741
2270_at	Found forward in NC_001137 between 9553 and 10552 with 100% identity	4.64917	4.42031	4.50637	4.25212	4.82483	4.22034
2271_at	Found forward in NC_001137 between 10553 and 11552 with 100% identity	4.63494	4.2065	4.71065	4.23986	4.63494	4.15394
2272_at	Found forward in NC_001137 between 11553 and 12552 with 100% identity	6.73212	7.03038	7.3401	7.0133	7.04884	6.77392
2273_at	Found forward in NC_001137 between 12553 and 13552 with 100% identity	3.14216	3.18515	2.76023	3.10014	3.10586	3.32179
2274_at	RMD6	6.05474	6.23703	6.37177	6.50765	6.35184	6.86455
2275_g_at	RMD6	7.54652	7.87494	7.7995	7.77021	7.80385	8.12376
2276_at	Found forward in NC_001137 between 109004 and 110003 with 100% identity	6.51395	6.58	6.13603	6.01057	6.31805	6.23317
2277_at	Found forward in NC_001137 between 110004 and 111003 with 100% identity	3.781	4.19893	3.58941	3.50766	3.8433	3.83501
2278_at	GEA2	3.47058	3.42722	3.36082	3.13049	3.3389	3.34779
2279_g_at	GEA2	6.80302	7.81813	5.20546	5.46071	5.66839	6.48528
2280_s_at	GEA2	6.26986	7.6087	3.88381	3.9962	4.77138	6.31979
2281_s_at	GEA2	7.24984	7.83005	6.31501	5.93185	6.50297	6.96048
2282_s_at	GEA2	8.37675	8.58675	7.32784	6.65451	6.91169	7.49829
2283_s_at	GEA2	8.50974	8.32771	8.37082	7.72843	8.0681	8.13893
2284_at	Found forward in NC_001137 between 425685 and 426684 with 100% identity	3.232	2.72438	2.96604	2.9724	3.2059	2.87935
2285_at	Found forward in NC_001137 between 426685 and 427684 with 100% identity	4.81479	4.66628	3.93563	4.0045	4.25669	4.20321
2286_at	Found forward in NC_001137 between 427685 and 428684 with 100% identity	4.46839	4.57024	4.26773	3.95243	4.33791	4.2238
2287_at	Found forward in NC_001137 between 428685 and 429684 with 100% identity	6.07959	5.82122	5.88154	5.7366	6.12238	5.84054
2288_at	Found forward in NC_001137 between 429685 and 430684 with 100% identity	5.23606	5.27441	5.50973	5.03533	5.46223	5.54661
2289_at	Found forward in NC_001137 between 430685 and 431126 with 100% identity	5.96093	5.79245	6.60228	6.07776	7.16394	6.52547
2290_at	Found forward in NC_001137 between 442412 and 443411 with 100% identity	6.90319	7.09207	6.41981	6.21575	6.66624	6.81578
2291_g_at	Found forward in NC_001137 between 442412 and 443411 with 100% identity	7.47262	7.65973	7.22227	6.87956	7.61068	7.26695
2294_f_at	Found forward in NC_001137 between 446412 and 447411 with 100% identity	8.82366	8.6912	9.46243	8.91776	9.18189	9.06556
2295_at	Found forward in NC_001137 between 476841 and 477840 with 100% identity	4.99389	5.01329	4.31336	4.361	4.48654	4.48995
2296_at	Found forward in NC_001137 between 477841 and 478840 with 100% identity	4.5743	5.08957	3.94884	4.20303	3.80856	4.38295
2297_at	Found forward in NC_001137 between 478841 and 479840 with 100% identity	4.7361	4.90456	4.76741	4.29903	4.95356	4.29145
2298_at	Found forward in NC_001137 between 479841 and 480840 with 100% identity	5.705	5.96209	5.61767	5.32843	5.69622	5.60911
2299_at	Found forward in NC_001137 between 480841 and 481840 with 100% identity	3.92888	3.76226	3.84918	3.5189	3.93935	3.62335
2300_at	Found forward in NC_001137 between 481841 and 482840 with 100% identity	8.05188	7.86303	7.49553	7.43554	7.64463	7.54201
2301_at	Found forward in NC_001137 between 482841 and 483321 with 100% identity	6.53464	6.45685	6.24563	5.74109	6.33946	5.93696
2302_at	Found forward in NC_001137 between 491954 and 492953 with 100% identity	5.59784	5.73149	5.43491	4.96898	5.62017	5.26143
2303_f_at	Found forward in NC_001137 between 492954 and 493953 with 100% identity	7.01405	6.67533	7.0841	6.60731	7.0841	6.61612
2306_at	YDR034C-A	5.68735	6.15676	5.68565	5.60327	5.69415	5.73929
2307_at	Found forward in NC_001137 between 498954 and 499172 with 100% identity	5.79494	5.74881	5.56132	4.90261	5.86887	5.32406
2308_at	Found forward in NC_001137 between 530026 and 531025 with 100% identity	6.26374	5.86303	5.80644	5.29379	6.03116	5.57028
2309_at	Found forward in NC_001136 between 796686 and 797685 with 100% identity	4.78333	5.0853	4.69164	4.62	4.85451	4.88186
2310_at	Found forward in NC_001136 between 797686 and 798685 with 100% identity	4.1159	3.86301	3.44209	3.05745	3.94756	3.41522
2311_at	Found forward in NC_001136 between 798686 and 799685 with 100% identity	3.65203	4.05647	3.45137	3.66556	3.62606	3.70641
2312_at	Found forward in NC_001136 between 799686 and 800685 with 100% identity	4.66008	4.99309	4.04057	4.255	4.12379	4.26892
2313_at	Found forward in NC_001136 between 800686 and 801685 with 100% identity	5.88611	6.24003	5.31469	5.51082	5.67244	5.7848
2314_at	Found forward in NC_001136 between 801686 and 802685 with 100% identity	7.69743	7.9003	6.80753	7.16036	7.16912	7.29325
2315_at	YNL284C-B	5.37402	5.2084	5.32167	4.64625	5.39597	4.56193
2316_at	YOR192C-C	3.53069	4.30645	3.15521	3.61216	3.24322	3.49025
2317_at	YDR034C-A	4.09829	4.92531	4.68306	4.71137	4.18685	4.21934
2319_f_at	Found forward in NC_001136 between 647450 and 647656 with 100% identity	5.42208	5.23902	5.91739	5.61193	5.60673	5.26332
2320_at	Found forward in NC_001136 between 1133751 and 1134750 with 100% identity	5.33809	5.4954	4.76232	4.97323	5.03034	5.10672
2321_at	Found forward in NC_001136 between 1134751 and 1135750 with 100% identity	4.7055	5.17248	3.97237	3.97065	4.21955	4.30886
2322_at	SWR1	4.87182	5.79166	3.79016	4.26018	4.74518	5.23856
2323_g_at	SWR1	6.20218	6.52423	5.29364	4.82359	5.88311	5.87449
2324_s_at	SWR1	6.84756	7.02947	5.6144	5.67506	6.29056	6.38483
2325_s_at	SWR1	5.51827	5.71672	3.71838	3.97282	4.77234	5.21696
2326_s_at	SWR1	5.88232	6.05502	4.7964	5.38829	5.17777	5.77406
2327_s_at	SWR1	7.12158	6.44159	6.65313	6.19425	6.62581	6.64578
2328_at	Found forward in NC_001136 between 1305061 and 1306060 with 100% identity	6.03318	5.98819	6.21805	6.06307	6.21805	6.17426
2329_at	HKR1	4.08664	5.1932	3.13099	3.50143	3.5407	3.90533
2330_g_at	HKR1	5.28796	5.42616	3.77819	3.96782	4.31993	4.25436
2331_s_at	HKR1	7.57423	7.81322	6.06612	6.05564	6.78194	7.10101
2332_s_at	HKR1	8.9864	9.58703	7.38834	7.52222	8.35153	9.08641
2333_s_at	HKR1	8.4475	8.71541	5.38158	6.11687	7.48727	8.35759
2334_s_at	HKR1	7.71397	7.70868	6.13247	6.67667	7.05791	7.75881
2335_s_at	HKR1	8.27458	7.83509	7.90747	7.66774	8.26287	8.09367
2336_at	Found forward in NC_001136 between 1346165 and 1347164 with 100% identity	6.44402	5.78348	5.65018	5.74467	5.76251	5.66652
2337_at	Found forward in NC_001136 between 1347165 and 1348164 with 100% identity	6.19486	6.48226	5.97454	6.0434	6.40694	6.06591
2338_at	Found forward in NC_001136 between 1348165 and 1349164 with 100% identity	5.98085	5.96066	6.31117	6.18871	6.65608	6.11104
2339_at	Found forward in NC_001136 between 1349165 and 1350164 with 100% identity	5.17233	5.04538	4.67282	4.66874	5.03414	4.76881
2340_at	YDR444W	8.40506	8.9527	7.16264	7.75502	7.78127	8.37891
2341_g_at	YDR444W	7.39387	7.66948	6.05305	6.70847	6.71704	7.07784
2342_s_at	YDR444W	8.58223	8.46538	7.90179	7.94494	8.23317	8.03701
2343_at	TOM1	6.6197	6.44866	6.13884	6.43861	6.27766	6.20246
2344_g_at	TOM1	5.69021	6.02426	5.75376	5.45344	5.54615	5.56568
2345_s_at	TOM1	6.55003	6.94763	6.66766	6.54122	6.73954	6.50456
2346_s_at	TOM1	4.20999	4.26331	4.15176	3.57126	4.15608	3.88517
2347_s_at	TOM1	3.50253	3.96406	3.17101	3.0477	3.414	3.3038
2348_s_at	TOM1	6.93098	7.94792	6.20988	6.40594	6.5119	6.88788
2349_s_at	TOM1	5.03434	5.71079	3.9236	3.93982	4.24784	4.64931
2350_s_at	TOM1	7.15986	8.08131	5.36914	4.82062	6.50497	7.17719
2351_s_at	TOM1	5.90933	5.81896	4.37928	4.18477	4.89262	5.45114
2352_at	Found forward in NC_001136 between 205861 and 206860 with 100% identity	6.25927	6.0251	5.49995	5.60868	6.02338	5.59271
2353_at	Found forward in NC_001136 between 206861 and 207860 with 100% identity	6.43533	6.53412	5.45942	5.97423	5.96338	5.72845
2354_at	Found forward in NC_001136 between 207861 and 208860 with 100% identity	4.61864	5.277	3.42893	3.64478	3.98169	4.08829
2355_at	Found forward in NC_001136 between 208861 and 209860 with 100% identity	3.75719	3.72192	2.63584	3.2569	3.10864	3.1754
2356_at	Found forward in NC_001136 between 209861 and 210860 with 100% identity	5.94853	6.17116	4.66565	5.18212	5.29113	5.35422
2357_at	Found forward in NC_001136 between 210861 and 211376 with 100% identity	5.30473	4.6709	4.55977	4.26735	4.88425	4.09869
2358_at	Found forward in NC_001136 between 257132 and 258131 with 100% identity	4.41482	4.08656	3.51539	3.64844	4.021	3.56023
2359_at	TRM3	5.40304	5.30699	4.29034	4.81643	4.79105	4.49284
2360_g_at	TRM3	7.02942	7.80928	6.04586	6.75019	6.39692	7.23686
2361_s_at	TRM3	6.21004	7.1862	5.07979	5.96757	5.72839	6.36556
2362_s_at	TRM3	7.54795	7.97598	5.92265	6.336	6.77164	7.30501
2363_s_at	TRM3	7.93392	8.37325	7.37876	7.22017	7.40902	7.83922
2364_s_at	TRM3	7.34725	7.1547	7.14329	6.80931	7.05205	7.22708
2365_at	USO1	6.28279	6.21893	5.8472	5.55321	5.88444	5.73837
2366_s_at	USO1	5.21368	5.99737	4.1688	4.70068	4.67166	5.05912
2367_s_at	USO1	5.83093	6.13802	4.54729	4.76271	5.16752	5.19034
2368_s_at	USO1	2.87003	3.10542	2.34655	2.37901	2.45	2.75806
2369_s_at	USO1	4.15816	3.93105	3.28509	2.91	3.46324	3.60211
2370_s_at	USO1	4.10694	3.91901	3.76569	3.42325	3.7861	3.66203
2371_at	Found forward in NC_001136 between 618990 and 619989 with 100% identity	5.14185	5.29986	4.96287	4.86745	5.37257	4.85263
2372_at	Found forward in NC_001136 between 619990 and 620989 with 100% identity	7.20656	7.43089	7.08583	7.15059	7.42431	7.32849
2373_at	Found forward in NC_001136 between 620990 and 621989 with 100% identity	5.28354	4.74371	5.0183	4.43961	5.11618	4.43581
2374_at	YDR089W	7.00693	7.23088	6.52982	6.63306	6.99235	7.03028
2375_s_at	YDR089W	6.31757	6.56456	5.77643	5.95574	5.85443	6.59434
2376_s_at	YDR089W	7.15516	6.82165	7.17329	6.87623	7.14462	6.99636
2377_at	DNF2	4.94769	4.77176	4.39457	4.37433	4.70172	4.52251
2378_g_at	DNF2	7.1417	8.13342	6.02523	6.74977	6.62319	7.24342
2379_s_at	DNF2	6.61803	7.06056	5.24748	4.96768	5.94995	6.14762
2380_s_at	DNF2	6.30746	6.62576	4.49063	4.40031	5.38051	5.74155
2381_s_at	DNF2	7.2592	8.1324	5.21419	5.86509	6.32885	7.28293
2382_s_at	DNF2	9.68803	9.85451	8.60779	8.60101	9.19224	9.46157
2383_at	Found forward in NC_001136 between 735394 and 736393 with 100% identity	5.52154	5.62083	5.05547	4.61851	5.2048	5.11403
2384_at	Found forward in NC_001136 between 736394 and 737393 with 100% identity	4.47241	4.7484	3.54316	4.03995	4.08508	4.23117
2385_at	Found forward in NC_001136 between 737394 and 738393 with 100% identity	2.66845	2.81509	2.63792	2.54347	2.66845	2.73142
2386_at	Found forward in NC_001136 between 738394 and 739393 with 100% identity	3.90415	3.79786	3.72417	3.61905	4.03646	3.79995
2387_at	Found forward in NC_001136 between 739394 and 740393 with 100% identity	4.95594	5.03641	4.70707	4.46084	5.17406	4.67403
2388_s_at	NUM1	3.54341	3.97659	2.90566	3.39431	3.4051	3.61531
2389_s_at	NUM1	2.25966	2.70239	2.16025	2.3669	2.4484	2.36285
2390_s_at	NUM1	5.25133	6.3271	3.30943	3.84917	4.2503	5.28724
2391_s_at	NUM1	3.94632	4.94519	2.45594	3.02524	3.24617	4.17751
2392_s_at	NUM1	4.83112	5.41011	3.87767	4.02696	4.26464	5.17401
2393_s_at	NUM1	7.59033	7.88534	7.31691	7.15217	7.34587	7.85899
2394_s_at	NUM1	7.75044	7.28005	7.61037	7.07531	7.59599	7.62219
2395_at	Found forward in NC_001135 between 275986 and 276985 with 100% identity	5.3985	5.23847	5.27595	4.52048	5.32439	4.80582
2396_at	Found forward in NC_001135 between 276986 and 277985 with 100% identity	4.92844	4.91651	4.24785	4.09376	4.57807	4.42944
2397_at	CDC39	4.77366	5.26559	4.27922	4.29224	4.61832	4.68367
2398_g_at	CDC39	5.75684	6.42664	5.58472	5.62606	5.56709	6.08014
2399_s_at	CDC39	6.23149	6.23113	4.87804	5.04993	5.26188	5.65879
2400_s_at	CDC39	4.676	6.31425	3.80546	4.43064	4.20042	5.34929
2401_s_at	CDC39	6.20614	6.54963	4.78198	4.7761	5.24251	5.77731
2402_s_at	CDC39	7.30267	7.74242	4.69221	4.98351	6.0277	6.80543
2403_s_at	CDC39	7.82497	8.12452	7.01168	6.8856	7.1215	7.65169
2404_s_at	CDC39	9.5153	9.75917	8.80592	8.96379	8.85788	9.27402
2405_at	Found forward in NC_001136 between 79795 and 80794 with 100% identity	5.13259	4.87143	5.06989	4.85765	5.2636	4.63089
2406_at	Found forward in NC_001136 between 80795 and 81794 with 100% identity	5.05637	4.9542	5.03628	4.48635	5.23662	4.86148
2407_at	Found forward in NC_001136 between 81795 and 82794 with 100% identity	7.72197	7.83044	7.71256	7.79036	8.04084	8.05413
2408_at	Found forward in NC_001136 between 82795 and 83794 with 100% identity	6.55465	6.3293	6.49276	6.23635	6.96167	6.24269
2409_at	Found forward in NC_001136 between 83795 and 84794 with 100% identity	6.30525	6.22609	6.46484	6.10525	6.61094	6.41856
2410_g_at	UGA4	6.77057	6.31024	6.34515	5.99963	6.59052	6.04674
2411_s_at	UGA4	7.80959	7.88618	7.46753	7.33987	7.48432	7.60088
2412_at	Found forward in NC_001136 between 149704 and 150703 with 100% identity	7.20445	7.18303	6.47135	6.49259	6.76826	6.94274
2413_at	Found forward in NC_001136 between 150704 and 151703 with 100% identity	7.44632	7.53962	6.81961	6.89695	7.1252	7.17579
